timestamp,high
1407196800,0
1409529600,0
1412121600,0
1414800000,0
1417392000,0
1420070400,0
1422748800,0
1425168000,0.0249
1427846400,0.0004605
1430438400,0.0002041
1433116800,0.0001851
1435708800,0.0001903
1438387200,0.000166
1441065600,0.0001699
1443657600,0.000192
1446336000,0.0001824
1448928000,0.0003234
1451606400,0.0007836
1454284800,0.0007442
1456790400,0.001958
1459468800,0.001806
1462060800,0.001973
1464739200,0.01804
1467331200,0.01318
1470009600,0.007275
1472688000,0.006551
1475280000,0.005226
1477958400,0.005577
1480550400,0.00412
1483228800,0.006114
1485907200,0.00825
1488326400,0.01759
1491004800,0.05969
1493596800,986.7
1496275200,998.9
1498867200,0.195
1501545600,0.34
1504224000,0.34
1506816000,0.26
1509494400,0.2672
1512086400,1.09
1514764800,2.06
1517443200,0.838
1519862400,0.5521
1522540800,0.4545
1525132800,0.4409
1527811200,0.2779
1530403200,0.2165
1533081600,0.1777
1535760000,0.1268
1538352000,0.115
1541030400,0.1267
1543622400,0.08557
1546300800,0.07023
1548979200,0.05001
1551398400,0.05724
1554076800,0.07729
1556668800,0.1047
1559347200,0.1041
1561939200,0.0957
1564617600,0.06753
1567296000,0.05222
1569888000,0.04601
1572566400,0.04593
1575158400,0.03852
1577836800,0.04479
