timestamp,high
1407196800,0
1409529600,0
1412121600,0
1414800000,0
1417392000,0
1420070400,0.0175
1422748800,0.01671
1425168000,0.01315
1427846400,0.0115
1430438400,0.01498
1433116800,0.01497
1435708800,0.01128
1438387200,0.00918
1441065600,0.0081
1443657600,0.00825
1446336000,0.005527
1448928000,0.009998
1451606400,0.00785
1454284800,0.1
1456790400,0.009694
1459468800,0.00776
1462060800,0.006955
1464739200,0.02
1467331200,0.0072
1470009600,0.006881
1472688000,0.0115
1475280000,0.00949
1477958400,0.008482
1480550400,0.00729
1483228800,0.00719
1485907200,0.00661
1488326400,0.02254
1491004800,0.0695
1493596800,1119
1496275200,1409
1498867200,0.2581
1501545600,0.2977
1504224000,0.2604
1506816000,0.2977
1509494400,0.2809
1512086400,2.44
1514764800,3.29
1517443200,1.23
1519862400,1.09
1522540800,0.9643
1525132800,0.9296
1527811200,0.7036
1530403200,0.5236
1533081600,0.4626
1535760000,0.783
1538352000,0.6045
1541030400,0.5669
1543622400,0.4601
1546300800,0.3918
1548979200,0.3498
1551398400,0.3269
1554076800,0.3798
1556668800,0.4787
1559347200,0.5092
1561939200,0.4193
1564617600,0.3316
1567296000,0.3269
1569888000,0.3146
1572566400,0.3159
1575158400,0.2331
1577836800,0.2546
